file_path,log_date,filename,file_size_bytes,ip_from_log,ths_15m,nameplate_ths,status,rule_primary,rule_confidence,rule_secondary,rule_alternate,rule_solutions,label,agree_rule,notes
data/logs/2026年4月/2026-04-15/logs_10_102_0_175_MINER-10-102-0-175.txt,2026-04-15,logs_10_102_0_175_MINER-10-102-0-175.txt,438498,10.102.0.175,54.597416,,低算力(<50TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；算力板/芯片异常,算力板/芯片异常；网络/矿池连接异常；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:1,3",,,
data/logs/2026年4月/2026-04-21/logs_10_102_0_192_MINER-10-102-0-192.txt,2026-04-21,logs_10_102_0_192_MINER-10-102-0-192.txt,351041,10.102.0.192,0.000000,,无算力(0TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；算力板/芯片异常,算力板/芯片异常；网络/矿池连接异常；总线/通信异常；矿机服务异常/接口超时；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:1,2,3",,,
data/logs/2026年3月/2026-03-20/logs_10_102_1_29_MINER-10-102-1-29.txt,2026-03-20,logs_10_102_1_29_MINER-10-102-1-29.txt,391757,10.102.1.29,36.676720,,低算力(<50TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；网络/矿池连接异常,网络/矿池连接异常；算力板/芯片异常；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:1,3",,,
data/logs/2026年4月/2026-04-09/logs_10_102_1_59_MINER-10-102-1-59.txt,2026-04-09,logs_10_102_1_59_MINER-10-102-1-59.txt,427051,10.102.1.59,3.964677,,低算力(<50TH/s),算力板严重异常（芯片识别/通信错误，NoPIC 可能无法单禁板）,高,若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主,网络/矿池连接异常；算力板/芯片异常；若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主,"关注 Tuner 报错：如 detected … chips 远超 110、unexpected revision、ERR:I1/I2，多为该板通信或硬件损坏；断电后重插故障 HB 对应算力板排线与供电；与正常板互换槽位判断是板还是接口；NoPIC 机型可能无法单独禁用故障板，整机可能无法继续挖矿，需先修复或更换该板；若混有历史 Failed to resolve，以导出时间附近 tuner/hashboard 报错为准；矿池 Alive 不等于当前无板级故障；当前日志涉及 HB:1,3",,,
data/logs/2026年3月/2026-03-18/logs_10_102_0_223_MINER-10-102-0-223.txt,2026-03-18,logs_10_102_0_223_MINER-10-102-0-223.txt,152461,10.102.0.223,147.168430,141.000,低算力(<50TH/s),算力板部分失效（芯片数量严重不足）,高,日志存在频繁 PLL 读错，建议优先排查该板供电/排线/板卡老化,日志存在频繁 PLL 读错，建议优先排查该板供电/排线/板卡老化,定位异常算力板并单板测试；检查该板排线、供电及散热状态；复位或升级固件后复测芯片识别数量；若芯片长期缺失，安排维修或更换算力板,,,
data/logs/2026年4月/2026-04-22/logs_10_102_1_62_MINER-10-102-1-62.txt,2026-04-22,logs_10_102_1_62_MINER-10-102-1-62.txt,303577,10.102.1.62,0.000000,,无算力(0TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；算力板/芯片异常,算力板/芯片异常；网络/矿池连接异常；矿机服务异常/接口超时；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:1,2,3",,,
data/logs/2026年4月/2026-04-04/logs_10_102_1_1_MINER-10-102-1-1.txt,2026-04-04,logs_10_102_1_1_MINER-10-102-1-1.txt,338316,10.102.1.1,41.122078,,低算力(<50TH/s),网络/矿池连接异常,高,算力板/芯片异常,算力板/芯片异常,检查 DNS、网关、交换机端口和网线；核对矿池地址/端口并切换备用矿池；观察重连频率与拒绝率是否恢复正常,,,
data/logs/2026年4月/2026-04-29/logs_10_102_0_187_MINER-10-102-0-187.txt,2026-04-29,logs_10_102_0_187_MINER-10-102-0-187.txt,422616,10.102.0.187,0.000000,,无算力(0TH/s),算力板 EEPROM 解析失败（ERR:E4，无法启动挖矿）,高,多为指定算力板 EEPROM 数据损坏或硬件故障；优先重插该板排线/换槽位，仍失败则更换算力板；算力板/芯片异常,算力板/芯片异常；网络/矿池连接异常；矿机服务异常/接口超时；多为指定算力板 EEPROM 数据损坏或硬件故障；优先重插该板排线/换槽位，仍失败则更换算力板,"根据日志定位无法解码的算力板编号（如 hashboard #2）；断电后重插该板数据排线与电源线，换槽位交叉测试判断是否随板损坏；EEPROM 数据异常（如全 0）多为板载存储或硬件故障，重复失败需更换算力板或送修；若同时出现 Failed to set up PSU / dummy backend，先在板卡与排线确认后再单独测 PSU 协议与供电稳定性；paused by dead pools / missing license 多为未成功启动挖矿的连带现象，优先解决 ERR:E4 与硬件后再看矿池与授权；当前日志涉及 HB:1,2",,,
data/logs/2026年4月/2026-04-28/logs_10_102_0_209_MINER-10-102-0-209.txt,2026-04-28,logs_10_102_0_209_MINER-10-102-0-209.txt,307766,10.102.0.209,0.000000,,无算力(0TH/s),算力板严重异常（芯片识别/通信错误，NoPIC 可能无法单禁板）,高,若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主；总线/通信异常,总线/通信异常；算力板/芯片异常；网络/矿池连接异常；若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主,"关注 Tuner 报错：如 detected … chips 远超 110、unexpected revision、ERR:I1/I2，多为该板通信或硬件损坏；断电后重插故障 HB 对应算力板排线与供电；与正常板互换槽位判断是板还是接口；NoPIC 机型可能无法单独禁用故障板，整机可能无法继续挖矿，需先修复或更换该板；若混有历史 Failed to resolve，以导出时间附近 tuner/hashboard 报错为准；矿池 Alive 不等于当前无板级故障；当前日志涉及 HB:1,2,3",,,
data/logs/2026年4月/2026-04-08/logs_10_102_1_44_MINER-10-102-1-44.txt,2026-04-08,logs_10_102_1_44_MINER-10-102-1-44.txt,403483,10.102.1.44,31.772756,,低算力(<50TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；算力板/芯片异常,算力板/芯片异常；网络/矿池连接异常；电源异常；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:1,2,3",,,
data/logs/2026年4月/2026-04-25/logs_10_102_0_158_MINER-10-102-0-158.txt,2026-04-25,logs_10_102_0_158_MINER-10-102-0-158.txt,321137,10.102.0.158,0.000000,,无算力(0TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；网络/矿池连接异常,网络/矿池连接异常；算力板/芯片异常；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:2,3",,,
data/logs/2026年3月/2026-03-24/logs_10_102_0_161_MINER-10-102-0-161.txt,2026-03-24,logs_10_102_0_161_MINER-10-102-0-161.txt,20678,10.102.0.161,0.000000,,无算力(0TH/s),单链算力板故障致 SOC 停机（芯片数异常/CRC/通信）,高,日志中「power off hashboard」为关断算力板动作，勿与 PSU 模块故障混淆,日志中「power off hashboard」为关断算力板动作，勿与 PSU 模块故障混淆,根据日志定位异常 Chain（如 find 0 asic、仅 find 部分数量、reg crc error）；断电后重插该链算力板排线与供电，做与正常链互换槽位测试以区分板卡与接口；若故障随板迁移则更换算力板；若固定在槽位则检查控制板与该槽位连线；若固件支持可尝试暂时禁用故障链仅跑健康链（注意功耗与收益）,,,
data/logs/2026年3月/2026-03-18/logs_10_102_0_155_MINER-10-102-0-155.txt,2026-03-18,logs_10_102_0_155_MINER-10-102-0-155.txt,120449,10.102.0.155,137.707120,,低算力(<50TH/s),总线/通信异常,高,,,检查控制板与算力板通信线缆是否松动或损坏；排查干扰与接触不良；升级固件后复测链路稳定性,,,
data/logs/2026年3月/2026-03-06/miner_MINER-10-102-1-44_20260306060624.txt,2026-03-06,miner_MINER-10-102-1-44_20260306060624.txt,404046,,,,,算力板芯片枚举不足（Hashchip 与 110 不符，已被禁用）,高,多链芯片响应不足或无法通信，Tuner 已禁用对应算力板；优先重插排线/换槽位，仍失败则更换板卡；算力板/芯片异常,网络/矿池连接异常；算力板/芯片异常；电源异常；多链芯片响应不足或无法通信，Tuner 已禁用对应算力板；优先重插排线/换槽位，仍失败则更换板卡,根据 Tuner error / CHAIN 日志确认 {HB:n} 与「number of responses … doesn't match chip count 110」对应链；断电后重插故障板数据排线与电源接口；与正常链互换槽位判断是板卡还是槽位/控制板；仅一链正常时总算力约为额定三分之一属常见现象；PSU I²C checksum 异常多为次要，板卡稳定后再复测电源；若某链长期 0 响应或响应数远低于 110，按算力板硬件损坏或通信链路故障处理，更换板卡或送修；当前日志涉及 HB:2,,,
data/logs/2026年3月/2026-03-31/logs_10_102_1_59_MINER-10-102-1-59.txt,2026-03-31,logs_10_102_1_59_MINER-10-102-1-59.txt,419942,10.102.1.59,41.490269,,低算力(<50TH/s),算力板全板失效（芯片未检出/初始化失败）,高,网络/矿池连接异常；算力板/芯片异常,网络/矿池连接异常；算力板/芯片异常；矿机服务异常/接口超时,断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:3,,,
data/logs/2026年4月/2026-04-04/logs_10_102_0_228_MINER-10-102-0-228.txt,2026-04-04,logs_10_102_0_228_MINER-10-102-0-228.txt,128447,10.102.0.228,43.393190,134.000,低算力(<50TH/s),温度传感器通信失败（误报超温/温差保护停机）,高,,,根据日志确认 fail to read tsensor / pic temp 的 chain 号，检查该链算力板排线、PIC 传感器侧连接是否松动或氧化；与正常链交叉换槽位：故障随板走则更换算力板；固定在槽位则查控制板接口与线缆；若日志中 PCB/芯片温度读数明显低于上限仍报 ERROR_TEMP，多为传感器数据异常而非真实过热；确认对应链供电稳定；固件层面勿轻易关闭温度保护，优先硬件修复或更换故障板,,,
data/logs/2026年3月/2026-03-18/logs_10_102_0_227_MINER-10-102-0-227.txt,2026-03-18,logs_10_102_0_227_MINER-10-102-0-227.txt,326908,10.102.0.227,49.055556,,低算力(<50TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；网络/矿池连接异常,网络/矿池连接异常；算力板/芯片异常；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:2,3",,,
data/logs/2026年4月/2026-04-01/logs_10_102_0_170_MINER-10-102-0-170.txt,2026-04-01,logs_10_102_0_170_MINER-10-102-0-170.txt,404018,10.102.0.170,50.034542,,低算力(<50TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；算力板/芯片异常,算力板/芯片异常；网络/矿池连接异常；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:1,2,3",,,
data/logs/2026年3月/2026-03-19/logs_10_102_0_237_MINER-10-102-0-237.txt,2026-03-19,logs_10_102_0_237_MINER-10-102-0-237.txt,403559,10.102.0.237,9.399282,,低算力(<50TH/s),算力板芯片枚举不足（Hashchip 与 110 不符，已被禁用）,高,多链芯片响应不足或无法通信，Tuner 已禁用对应算力板；优先重插排线/换槽位，仍失败则更换板卡；PSU I²C 校验失败可为次要因素，多在板卡与链路确认后再复测电源通信；算力板/芯片异常,网络/矿池连接异常；算力板/芯片异常；多链芯片响应不足或无法通信，Tuner 已禁用对应算力板；优先重插排线/换槽位，仍失败则更换板卡；PSU I²C 校验失败可为次要因素，多在板卡与链路确认后再复测电源通信,"根据 Tuner error / CHAIN 日志确认 {HB:n} 与「number of responses … doesn't match chip count 110」对应链；断电后重插故障板数据排线与电源接口；与正常链互换槽位判断是板卡还是槽位/控制板；仅一链正常时总算力约为额定三分之一属常见现象；PSU I²C checksum 异常多为次要，板卡稳定后再复测电源；若某链长期 0 响应或响应数远低于 110，按算力板硬件损坏或通信链路故障处理，更换板卡或送修；当前日志涉及 HB:1,2",,,
data/logs/2026年4月/2026-04-14/logs_10_102_1_36_MINER-10-102-1-36.txt,2026-04-14,logs_10_102_1_36_MINER-10-102-1-36.txt,38284,10.102.1.36,0.000000,,无算力(0TH/s),矿机服务异常/接口超时,高,,,重启矿机服务或整机重启；检查控制板负载和系统日志；确认管理端口未被占用,,,
data/logs/2026年4月/2026-04-29/logs_10_102_1_66_MINER-10-102-1-66.txt,2026-04-29,logs_10_102_1_66_MINER-10-102-1-66.txt,420438,10.102.1.66,0.295507,,无算力(近零<= 2.00TH/s),算力板严重异常（芯片识别/通信错误，NoPIC 可能无法单禁板）,高,若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主；矿机服务异常/接口超时,算力板/芯片异常；网络/矿池连接异常；矿机服务异常/接口超时；电源异常；若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主,"关注 Tuner 报错：如 detected … chips 远超 110、unexpected revision、ERR:I1/I2，多为该板通信或硬件损坏；断电后重插故障 HB 对应算力板排线与供电；与正常板互换槽位判断是板还是接口；NoPIC 机型可能无法单独禁用故障板，整机可能无法继续挖矿，需先修复或更换该板；若混有历史 Failed to resolve，以导出时间附近 tuner/hashboard 报错为准；矿池 Alive 不等于当前无板级故障；当前日志涉及 HB:1,3",,,
data/logs/2026年4月/2026-04-09/logs_10_102_0_155_MINER-10-102-0-155.txt,2026-04-09,logs_10_102_0_155_MINER-10-102-0-155.txt,38306,10.102.0.155,0.000000,,无算力(0TH/s),多块算力板故障致 SOC 停机（芯片数严重不足/CRC）,高,日志中「power off hashboard」为关断算力板动作，勿与 PSU 模块故障混淆,日志中「power off hashboard」为关断算力板动作，勿与 PSU 模块故障混淆,日志中若多条 Chain 出现「only find … asic」远低于 110，且伴随 ERROR_SOC_INIT，多为多块板同时异常；分别检查各故障链的排线、供电接口；与正常链交叉换槽位判断是板还是槽位/控制板；确认 PSU 各组输出是否稳定，但勿将「power off hashboard」误判为 PSU 本体损坏；必要时逐板更换或送修；若固件支持可尝试仅启用健康链临时恢复部分算力,,,
data/logs/2026年3月/2026-03-22/logs_10_102_0_249_MINER-10-102-0-249.txt,2026-03-22,logs_10_102_0_249_MINER-10-102-0-249.txt,441078,10.102.0.249,90.845093,,低算力(<50TH/s),算力板部分失效（芯片数量严重不足）,高,网络/矿池连接异常；算力板/芯片异常,网络/矿池连接异常；算力板/芯片异常,定位异常算力板并单板测试；检查该板排线、供电及散热状态；复位或升级固件后复测芯片识别数量；若芯片长期缺失，安排维修或更换算力板；当前日志涉及 HB:3,,,
data/logs/2026年4月/2026-04-09/logs_10_102_0_213_MINER-10-102-0-213.txt,2026-04-09,logs_10_102_0_213_MINER-10-102-0-213.txt,382002,10.102.0.213,48.607959,,低算力(<50TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；网络/矿池连接异常,网络/矿池连接异常；算力板/芯片异常；总线/通信异常；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:2,3",,,
data/logs/2026年4月/2026-04-08/logs_10_102_0_225_MINER-10-102-0-225.txt,2026-04-08,logs_10_102_0_225_MINER-10-102-0-225.txt,382541,10.102.0.225,98.051548,,低算力(<50TH/s),算力板全板失效（芯片未检出/初始化失败）,高,网络/矿池连接异常；算力板/芯片异常,网络/矿池连接异常；算力板/芯片异常；矿机服务异常/接口超时,断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:3,,,
data/logs/2026年3月/2026-03-31/logs_10_102_0_141_MINER-10-102-0-141.txt,2026-03-31,logs_10_102_0_141_MINER-10-102-0-141.txt,12110,10.102.0.141,0.000000,,无算力(0TH/s),单链算力板故障致 SOC 停机（芯片数异常/CRC/通信）,高,日志中「power off hashboard」为关断算力板动作，勿与 PSU 模块故障混淆,总线/通信异常；日志中「power off hashboard」为关断算力板动作，勿与 PSU 模块故障混淆,根据日志定位异常 Chain（如 find 0 asic、仅 find 部分数量、reg crc error）；断电后重插该链算力板排线与供电，做与正常链互换槽位测试以区分板卡与接口；若故障随板迁移则更换算力板；若固定在槽位则检查控制板与该槽位连线；若固件支持可尝试暂时禁用故障链仅跑健康链（注意功耗与收益）,,,
data/logs/2026年4月/2026-04-03/logs_10_102_0_168_MINER-10-102-0-168.txt,2026-04-03,logs_10_102_0_168_MINER-10-102-0-168.txt,400717,10.102.0.168,0.000000,,无算力(0TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；算力板/芯片异常,算力板/芯片异常；网络/矿池连接异常；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:1,2,3",,,
data/logs/2026年4月/2026-04-30/logs_10_102_1_66_MINER-10-102-1-66.txt,2026-04-30,logs_10_102_1_66_MINER-10-102-1-66.txt,422643,10.102.1.66,0.260885,,无算力(近零<= 2.00TH/s),算力板严重异常（芯片识别/通信错误，NoPIC 可能无法单禁板）,高,若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主,算力板/芯片异常；网络/矿池连接异常；电源异常；若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主,"关注 Tuner 报错：如 detected … chips 远超 110、unexpected revision、ERR:I1/I2，多为该板通信或硬件损坏；断电后重插故障 HB 对应算力板排线与供电；与正常板互换槽位判断是板还是接口；NoPIC 机型可能无法单独禁用故障板，整机可能无法继续挖矿，需先修复或更换该板；若混有历史 Failed to resolve，以导出时间附近 tuner/hashboard 报错为准；矿池 Alive 不等于当前无板级故障；当前日志涉及 HB:1,3",,,
data/logs/2026年3月/2026-03-18/logs_10_102_0_166_MINER-10-102-0-166.txt,2026-03-18,logs_10_102_0_166_MINER-10-102-0-166.txt,382611,10.102.0.166,143.284260,,低算力(<50TH/s),算力板芯片枚举不足（Hashchip 与 110 不符，已被禁用）,高,多链芯片响应不足或无法通信，Tuner 已禁用对应算力板；优先重插排线/换槽位，仍失败则更换板卡；PSU I²C 校验失败可为次要因素，多在板卡与链路确认后再复测电源通信；算力板/芯片异常,网络/矿池连接异常；算力板/芯片异常；多链芯片响应不足或无法通信，Tuner 已禁用对应算力板；优先重插排线/换槽位，仍失败则更换板卡；PSU I²C 校验失败可为次要因素，多在板卡与链路确认后再复测电源通信,根据 Tuner error / CHAIN 日志确认 {HB:n} 与「number of responses … doesn't match chip count 110」对应链；断电后重插故障板数据排线与电源接口；与正常链互换槽位判断是板卡还是槽位/控制板；仅一链正常时总算力约为额定三分之一属常见现象；PSU I²C checksum 异常多为次要，板卡稳定后再复测电源；若某链长期 0 响应或响应数远低于 110，按算力板硬件损坏或通信链路故障处理，更换板卡或送修；当前日志涉及 HB:2,,,
data/logs/2026年4月/2026-04-27/logs_10_102_1_64_MINER-10-102-1-64.txt,2026-04-27,logs_10_102_1_64_MINER-10-102-1-64.txt,441969,10.102.1.64,0.000000,,无算力(0TH/s),算力板严重异常（芯片识别/通信错误，NoPIC 可能无法单禁板）,高,若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主；总线/通信异常,算力板/芯片异常；总线/通信异常；网络/矿池连接异常；若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主,"关注 Tuner 报错：如 detected … chips 远超 110、unexpected revision、ERR:I1/I2，多为该板通信或硬件损坏；断电后重插故障 HB 对应算力板排线与供电；与正常板互换槽位判断是板还是接口；NoPIC 机型可能无法单独禁用故障板，整机可能无法继续挖矿，需先修复或更换该板；若混有历史 Failed to resolve，以导出时间附近 tuner/hashboard 报错为准；矿池 Alive 不等于当前无板级故障；当前日志涉及 HB:1,2,3",,,
data/logs/2026年4月/2026-04-29/logs_10_102_1_63_MINER-10-102-1-63.txt,2026-04-29,logs_10_102_1_63_MINER-10-102-1-63.txt,405946,10.102.1.63,0.000000,,无算力(0TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；算力板/芯片异常,算力板/芯片异常；网络/矿池连接异常；矿机服务异常/接口超时；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:1,2,3",,,
data/logs/2026年3月/2026-03-23/logs_10_102_0_156_MINER-10-102-0-156.txt,2026-03-23,logs_10_102_0_156_MINER-10-102-0-156.txt,155086,10.102.0.156,136.145340,,低算力(<50TH/s),总线/通信异常,高,,,检查控制板与算力板通信线缆是否松动或损坏；排查干扰与接触不良；升级固件后复测链路稳定性,,,
data/logs/2026年4月/2026-04-21/logs_10_102_0_176_MINER-10-102-0-176.txt,2026-04-21,logs_10_102_0_176_MINER-10-102-0-176.txt,393853,10.102.0.176,0.000000,,无算力(0TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；算力板/芯片异常,算力板/芯片异常；网络/矿池连接异常；矿机服务异常/接口超时；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:1,2,3",,,
data/logs/2026年4月/2026-04-01/logs_10_102_1_46_MINER-10-102-1-46.txt,2026-04-01,logs_10_102_1_46_MINER-10-102-1-46.txt,297138,10.102.1.46,0.000000,,无算力(0TH/s),算力板全板失效（芯片未检出/初始化失败）,高,疑似供电/排线/控制板链路问题；算力板/芯片异常,算力板/芯片异常；网络/矿池连接异常；电源异常；矿机服务异常/接口超时；疑似供电/排线/控制板链路问题,"断电后重新插拔控制板到三块算力板的数据排线与电源接口；重点检查 HB1/HB2/HB3 是否都出现 no chips detected 或 NoChipsDetected；交叉测试控制板与算力板，确认是控制板链路问题还是算力板损坏；检查 PSU 对算力板供电电压与负载稳定性（是否触发过流保护）；若仍失败，优先更换故障算力板或控制板；当前日志涉及 HB:2,3",,,
data/logs/2026年3月/2026-03-22/logs_10_102_1_14_MINER-10-102-1-14.txt,2026-03-22,logs_10_102_1_14_MINER-10-102-1-14.txt,436941,10.102.1.14,0.000000,,无算力(0TH/s),算力板严重异常（芯片识别/通信错误，NoPIC 可能无法单禁板）,高,若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主,算力板/芯片异常；网络/矿池连接异常；若混有较早的 Failed to resolve，通常与当前 tuner 禁板无直接关系，以 HB 报错为主,"关注 Tuner 报错：如 detected … chips 远超 110、unexpected revision、ERR:I1/I2，多为该板通信或硬件损坏；断电后重插故障 HB 对应算力板排线与供电；与正常板互换槽位判断是板还是接口；NoPIC 机型可能无法单独禁用故障板，整机可能无法继续挖矿，需先修复或更换该板；若混有历史 Failed to resolve，以导出时间附近 tuner/hashboard 报错为准；矿池 Alive 不等于当前无板级故障；当前日志涉及 HB:1,2,3",,,
data/logs/2026年4月/2026-04-15/logs_10_102_0_221_MINER-10-102-0-221.txt,2026-04-15,logs_10_102_0_221_MINER-10-102-0-221.txt,69529,10.102.0.221,4.692520,141.000,低算力(<50TH/s),算力板部分失效（多块链 Dead，仅部分链工作）,高,末段 [DEVS]：Dead=2，Alive=1；多为板卡/排线/槽位问题，建议交叉换槽位与检查供电接口,末段 [DEVS]：Dead=2，Alive=1；多为板卡/排线/槽位问题，建议交叉换槽位与检查供电接口,根据末段 [DEVS] 确认 Dead / Alive 链编号；断电后检查 Dead 链对应算力板数据排线与电源接头；将故障链与正常链互换槽位或交叉到同型号矿机，判断故障随板还是随槽位/控制板；仅单链或部分链工作时总算力约为额定三分之一属常见现象；矿池 Alive 不能排除板级失效；若链长期保持 Dead，更换算力板或送修；必要时导出含启动阶段的完整日志查初始化错误,,,
